Municipio,Codigo_DANE,Documento,ID_Proyecto,Nombre_Proyecto,Codigos_MGA,Indicador de Producto(MGA),Productos,Calificacion,Justificacion
Tocancipá,25817,SisPT – Plan indicativo - Productos,5-3,"Reforzar los esquemas de coﬁnanciación para programas de pasantías y becas para estudiantes destacados, con apoyo de las universidades de Sabana Centro y el sector industrial de la provincia.",220207300,Instituciones de educación superior con acompañamiento en procesos de regionalización,No. de convenios con ies para la llegada de oferta educativa al municipio,1,"El producto seleccionado facilita la llegada de oferta educativa al municipio, lo que es esencial para fomentar la movilidad social a través de la educación, aunque no cumple con todos los requerimientos del proyecto."
Tocancipá,25817,SisPT – Plan indicativo - Productos,5-4,"Promover programas educativos, enfocados en ciencia y tecnología a través de un laboratorio de creatividad","220206700, 220105100",Programas y proyectos de educación o investigación articulados con el sector productivo; Sedes educativas nuevas construidas,"No. de empresas del sector productivos con las que se desarrollan procesos de articulación; No de sedes educativas nuevas para la educación inicial, básica y media construidas.",2,"Los productos seleccionados contribuyen a la creación del laboratorio al fomentar la educación y la infraestructura necesaria, aunque no cumplen completamente con todos los requerimientos del proyecto."
Tocancipá,25817,SisPT – Plan indicativo - Productos,5-5,Creación Territorio STEM Sabana Centro,"220206700, 350204500, 230205900, 230103400, 220201100",Programas y proyectos de educación o investigación articulados con el sector productivo; Personas capacitadas; Personas de la comunidad sensibilizadas en uso responsable y seguro de las TIC; Personas certificadas en alfabetización digital; Procesos para el mejoramiento de la calidad de la educación para el trabajo y el desarrollo humano adelantados,No. de empresas del sector productivos con las que se desarrollan procesos de articulación; No. de personas capacitadas; No de personas de la comunidad sensibilizadas en uso responsable y seguro de las tic; No de personas en educación para el trabajo en tecnologías de la información y las comunicaciones certificadas.; No. de beneficiaros de los programas de cualificación y educación terciaria,1,"Los productos seleccionados facilitan la educación y capacitación en STEM, pero no cumplen con todos los requerimientos de movilización de actores y consolidación del ecosistema."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-1,Gestión y articulación de la información de la región Sabana Centro,"320200200, 459902504",Documentos de planeación realizados; Observatorio implementado,Documento con análisis de la calidad del recurso hídrico; No. de observatorio en funcionamiento,2,"Los productos seleccionados contribuyen a la planificación y seguimiento de indicadores, aunque no cumplen completamente con todos los requerimientos del proyecto."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-2,"Capacitación a funcionarios y servidores públicos de las entidades públicas de los municipios de Sabana Centro, en el uso de las herramientas o plataformas digitales de datos e indicadores de la región","230103400, 230205900, 220107000, 220206700, 220201100",Personas certificadas en alfabetización digital; Personas de la comunidad sensibilizadas en uso responsable y seguro de las TIC; Ambientes de aprendizaje dotados; Programas y proyectos de educación o investigación articulados con el sector productivo; Procesos para el mejoramiento de la calidad de la educación para el trabajo y el desarrollo humano adelantados,No de personas en educación para el trabajo en tecnologías de la información y las comunicaciones certificadas.; No de personas de la comunidad sensibilizadas en uso responsable y seguro de las tic; No. de sedes educativas de las IED dotadas de herramientas para el fortalecimiento de los procesos en el área del as TIC.; No. de empresas del sector productivos con las que se desarrollan procesos de articulación; No. de beneficiaros de los programas de cualificación y educación terciaria,2,"Los productos seleccionados contribuyen a la capacitación en el uso de herramientas digitales y la mejora de la calidad educativa, alineándose parcialmente con el objetivo del proyecto."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-3,Espacios de interlocución / Articulación Asocentro -IES - sector privado,"230204100, 220206700, 220207300",Ejercicios de participación ciudadana realizados; Programas y proyectos de educación o investigación articulados con el sector productivo; Instituciones de educación superior con acompañamiento en procesos de regionalización,Porcentaje de ejercicios de participación ciudadana con apoyo logístico.; No. de empresas del sector productivos con las que se desarrollan procesos de articulación; No. de convenios con ies para la llegada de oferta educativa al municipio,2,"Los productos seleccionados facilitan la participación ciudadana y la articulación con el sector productivo, alineándose con los objetivos del proyecto de gobernanza territorial."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-4,"Diseñar e implementar mecanismos para la formulación, evaluación y ejecución de proyectos de carácter provincial.","450100600, 190501504, 400201601, 190501400, 450200400",Personas en riesgo extraordinario y extremo protegidas; Planes de intervenciones colectivas realizados; Documentos de planeación en Ordenamiento Territorial implementados; Documentos de lineamientos técnicos elaborados; Salones comunales ampliados,No de centros; Planes de intervenciones colectivas realizados; Número de planes de ordenamiento territorial actualizados; Documentos de planeación con seguimiento realizados; No de salones comunales con mantenimiento y/o ampliación.,1,"Los productos seleccionados facilitan la creación de documentos de planeación y lineamientos técnicos que son necesarios para el desarrollo del plan estratégico, aunque no cumplen con el objetivo de manera directa."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-5,Creación del Banco de buenas prácticas de gestión pública en la región Sabana Centro,NA,NA,NA,0,No se encontró ningún producto que se relacione con el objetivo del proyecto de creación del Banco de buenas prácticas.
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-6,Adquisición y puesta en marcha de un sistema de información geográﬁca tanto para los municipios como a nivel provincial,"459902500, 320100500, 040110200",Sistemas de información implementados; Documentos de estudios técnicos con la evaluación ambiental estratégica realizados; Sistemas de información implementados,"No. sistemas de información implementados; Sistemas de información implementados; No. de sistemas de información geográfica, geodésica y cartográfica fortalecido",2,"Los productos seleccionados son relevantes para la implementación del sistema de información geográfica, aunque no cumplen completamente con todos los requerimientos técnicos."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-7,Identiﬁcar potenciales alianzas público privadas de inversiones en infraestructura de impacto regional que puedan ser ﬁnanciadas y recuperadas por valorización y/o plusvalía.,"240901300, 240204300, 240211500",Vías con infraestructura instalada; Vía terciaria mejorada; Vía urbana con mantenimiento,Metros lineales de vías con infraestructura para la seguridad vial instalada; Kilómetros de vía terciaria con mantenimiento y/o adecuación preventiva; Kilómetros de vía urbana y de centros poblados con mantenimiento y/o adecuación preventiva,1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al mejorar la infraestructura vial, aunque no cumplen completamente con los requerimientos técnicos establecidos."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-8,"Elaboración de estudios técnicos, ﬁnanciera, administrativo y jurídico para la recuperación de las inversiones, vía valorización, por efecto de las inversiones efectuadas que incrementan los valores comerciales de los predios.",NA,NA,NA,0,No se encontró ningún producto relacionado que cumpla con los objetivos o requerimientos del proyecto.
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-9,"Elaborar los estudios técnicos, ﬁnanciera, administrativos y jurídicos para la implementación del cobro de la plusvalía en los eventos permitidos por la Ley (incremento del valor del predio, por efecto de actos administrativos)",NA,NA,NA,0,No se encontró ningún producto relacionado que cumpla con los objetivos o requerimientos del proyecto.
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-10,"Realización y ejecución de un plan de capacitaciones a nivel municipal dentro del concepto de economías de escala para el fortalecimiento de la capacidad administrativa y técnica de las diferentes secretarias municipales (secretarías de hacienda – dirección de control interno) ejecutado, liderado por la asociación de municipios.","220107301, 220107000, 220206700, 220108100, 220104700",Secretarías de Educación que adelantan procesos de evaluación de la educación inicial; Ambientes de aprendizaje dotados; Programas y proyectos de educación o investigación articulados con el sector productivo; Sedes educativas apoyadas en la implementación de la ruta de atención integral para la convivencia escolar; Establecimientos educativos apoyados para la implementación de modelos de innovación educativa,No. de IED con las que se desarrollan estrategias de formación para el fortalecimiento de competencias en pruebas saber 11º; No. de sedes educativas de las IED dotadas de herramientas para el fortalecimiento de los procesos en el área del as TIC.; No. de empresas del sector productivos con las que se desarrollan procesos de articulación; No. de IED en las que se desarrollan estrategias que propendan por el mejoramiento y bienestar educativo de los estudiantes y docentes; No. de IED acompañadas en el proceso de revisión y actualización de PEI,1,"Los productos seleccionados facilitan la capacitación y fortalecimiento de competencias, aunque no cumplen directamente con los requerimientos del proyecto."
Tocancipá,25817,SisPT – Plan indicativo - Productos,6-11,"Diseño, desarrollo e implementación de mecanismos de rendición de cuentas e información administrativa y ﬁnanciera abierta a nivel provincial.","410402600, 220107100, 220107301, 410203800, 220108100","Personas atendidas con oferta institucional; Establecimientos educativos en operación; Secretarías de Educación que adelantan procesos de evaluación de la educación inicial; Niños, niñas, adolescentes y jóvenes atendidios en los servicios de restablecimiento en la administración de justicia; Sedes educativas apoyadas en la implementación de la ruta de atención integral para la convivencia escolar","No. de políticas adoptadas; No. de IED que reciben acompañamiento y apoyo en los servicios de vigilancia, mantenimiento, aseo y servicios públicos.; No. de IED con las que se desarrollan estrategias de formación para el fortalecimiento de competencias en pruebas saber 11º; No. de estrategias de fortalecimiento realizadas a espacios participativos y organizativos; No. de IED en las que se desarrollan estrategias que propendan por el mejoramiento y bienestar educativo de los estudiantes y docentes",1,"Los productos seleccionados facilitan la rendición de cuentas al mejorar la educación y la participación ciudadana, aunque no cumplen directamente con el objetivo del proyecto."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-1,Estudio de crecimiento de la huella urbana de los municipios de la provincia.,NA,NA,NA,0,No se encontró ningún producto relacionado que cumpla con los objetivos o requerimientos del proyecto.
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-2,"Estudio para deﬁnir la estructura ecológica principal de la provincia (ecosistemas naturales, fuentes hídricas, áreas de protección, amenazas naturales y zonas de riesgo).","320204300, 320203701",Áreas con esquemas de Pago por Servicios Ambientales implementados; Cuerpos de agua recuperados,"Hectáreas de conservación con implementación de esquemas de Pago por Servicios Ambientales -PSA; Fuentes hídricas impactadas con acciones o estrategias comunitarias para la recuperación, conservación y/o restauración.",1,"Los productos seleccionados facilitan la conservación de recursos hídricos, lo cual es relevante para el objetivo del proyecto de establecer áreas ambientales clave."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-3,"Estudios de vulnerabilidad ante los impactos observados y esperados del cambio climático, como son: inundaciones, sequías, ascenso del nivel del mar, aumento de la temperatura, disminución de las lluvias y de las fuentes de suministro de agua.","450301700, 450302300, 320600300, 450302303, 320300211",Estudios de riesgo de desastres elaborados; Documentos de planeación elaborados; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados; Estrategia para la respuesta a emergencias formulada; Documento con plan de manejo de microcuencas formulados,"Estudios detallados de riesgo de desastres elaborados; Documentos normativos y estratégicos para la gestión del riesgo de desastres formulados y actualizados.; Proyectos de mitigación y adaptación al cambio climático implementados; Estrategias de conocimiento, reducción y manejo de la gestión del riesgo creadas e implementadas.; Documentos técnicos formulado para la planeación en el saneamiento y manejo de vertimientos (PSMV) en área rural del municipio de Zipaquirá.",2,"Los productos seleccionados son relevantes para la identificación de riesgos y la gestión del agua, cumpliendo parcialmente con los objetivos y requerimientos del proyecto."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-4,Armonización de los instrumentos de política pública relacionados con la gestión de recursos ambientales,NA,NA,NA,0,No se encontró ningún producto que cumpla con los objetivos del proyecto ni que esté relacionado con los requerimientos establecidos.
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-5,Diseño de un Modelo Integral para la Ocupación Sostenible del Territorio de la Provincia Sabana Centro,"320300207, 320300211, 400302300",Documentos de planeación del plan de ordenación y manejo ambiental de cuenca hidrográfica elaborados; Documento con plan de manejo de microcuencas formulados; Plan de Gestión Integral de Residuos Solidos con seguimiento,"Documentos técnicos realizados, en el marco del ordenamiento ambiental territorial.; Documentos técnicos formulado para la planeación en el saneamiento y manejo de vertimientos (PSMV) en área rural del municipio de Zipaquirá.; Programas del Plan de Gestión Integral de Residuos Sólidos (PGIRS) implementados",2,"Los productos seleccionados contribuyen a la planificación y manejo ambiental, lo cual es esencial para el objetivo de gestión integral del territorio, aunque no cumplen completamente con todos los requerimientos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-6,Construcción de una agenda conjunta para la reducción de GEI y gestión del riesgo,"450302303, 450302200, 320600300, 320300211, 450302300",Estrategia para la respuesta a emergencias formulada; Obras de infraestructura para la reducción del riesgo de desastres realizadas; Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados; Documento con plan de manejo de microcuencas formulados; Documentos de planeación elaborados,"Estrategias de conocimiento, reducción y manejo de la gestión del riesgo creadas e implementadas.; Obras de infraestructura para la reducción del riesgo de desastres realizadas; Proyectos de mitigación y adaptación al cambio climático implementados; Documentos técnicos formulado para la planeación en el saneamiento y manejo de vertimientos (PSMV) en área rural del municipio de Zipaquirá.; Documentos normativos y estratégicos para la gestión del riesgo de desastres formulados y actualizados.",2,"Los productos seleccionados cumplen parcialmente con los objetivos del proyecto, facilitando la gestión del riesgo y la adaptación al cambio climático, aunque no todos cumplen con los requerimientos técnicos establecidos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-7,Promoción y fortalecimiento del programa “Multiplicadores de Conciencia Ambiental”,"320303300, 320303300, 320204300, 320204300, 320203701",Proyectos para la promoción del uso eficiente y ahorro del agua formulados; Proyectos para la promoción del uso eficiente y ahorro del agua formulados; Áreas con esquemas de Pago por Servicios Ambientales implementados; Áreas con esquemas de Pago por Servicios Ambientales implementados; Cuerpos de agua recuperados,"Predios con proyectos de mantenimiento y conservación; Predios con proyectos de mantenimiento y conservación; Hectáreas de conservación con implementación de esquemas de Pago por Servicios Ambientales -PSA; Hectáreas de conservación con implementación de esquemas de Pago por Servicios Ambientales -PSA; Fuentes hídricas impactadas con acciones o estrategias comunitarias para la recuperación, conservación y/o restauración.",1,"Los productos seleccionados facilitan la implementación de programas ambientales, aunque no cumplen directamente con el objetivo del proyecto."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-8,Formulación del proyecto Sistema de parques eco-turísticos y corredores verdes,NA,NA,NA,0,No se encontró ningún producto que cumpla con los objetivos o requerimientos del proyecto.
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-9,Estudios y diseños del macro proyecto paisajístico Parque Lineal Río Bogotá,"320600300, 320300211, 320204300, 400301700, 320303300",Pilotos con acciones de mitigación y adaptación al cambio climático desarrollados; Documento con plan de manejo de microcuencas formulados; Áreas con esquemas de Pago por Servicios Ambientales implementados; Acueductos optimizados; Proyectos para la promoción del uso eficiente y ahorro del agua formulados,"Proyectos de mitigación y adaptación al cambio climático implementados; Documentos técnicos formulado para la planeación en el saneamiento y manejo de vertimientos (PSMV) en área rural del municipio de Zipaquirá.; Hectáreas de conservación con implementación de esquemas de Pago por Servicios Ambientales -PSA; Tanque de Contacto de cloro con factibilidad, construcción y puesta en operación; Predios con proyectos de mantenimiento y conservación",2,"Los productos seleccionados son relevantes para el objetivo del proyecto, ya que abordan aspectos de mitigación, manejo de microcuencas y uso eficiente del agua, aunque no cumplen completamente con todos los requerimientos técnicos específicos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-10,Formulación de un programa regional para la gestión y aprovechamiento económico integral de residuos,"400302300, 400303100",Plan de Gestión Integral de Residuos Solidos con seguimiento; Estaciones de clasificación y aprovechamiento de residuos sólidos construidas,Programas del Plan de Gestión Integral de Residuos Sólidos (PGIRS) implementados; Proyecto de la Planta de Aprovechamiento de Residuos Orgánicos,3,"Los productos seleccionados son esenciales para la formulación de programas de gestión de residuos, cumpliendo así con el objetivo del proyecto y los requerimientos establecidos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,1-11,Proyecto: Estudio de la calidad del agua en acueductos rurales de los municipios de la provincia,170200700,Proyectos productivos cofinanciados,Acueductos veredales beneficiados con la entrega de insumos y equipos para el fortalecimiento de sus capacidades técnicas en el abastecimiento de agua potable.,3,"El producto seleccionado cumple con el objetivo del proyecto y con los requerimientos técnicos, facilitando el fortalecimiento de los acueductos rurales."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,2-1,Creación de una agencia de empleo con cobertura provincial,NA,NA,NA,0,No hay productos que se alineen con el objetivo del proyecto ni que cumplan con los requerimientos técnicos necesarios.
Zipaquirá,25899,SisPT – Plan indicativo - Productos,2-2,Puesta en marcha de una oﬁcina de asesoría empresarial y apoyo a la formación en mecanismos de asociación para el desarrollo con cobertura para los once municipios de Sabana Centro,"350201500, 450202207, 170203500, 330105400, 330112600",Empresas asistidas técnicamente en temas de legalidad y/o formalización.; Entidades asistidas técnicamente; Personas capacitadas; Estímulos otorgados; Procesos de formación atendidos,"Emprendedores y/o empresas orientadas técnicamente en temas de legalidad y/o formalización; Capacitaciones jurídicas, legales y administrativas brindadas a las diferentes secretarías del municipio; Productores vinculados en la implementación de alternativas para el ahorro y uso eficiente del agua bajo la estrategia ""Agua es vida y buenas prácticas agropecuarias""; Creación y realización de convocatorias del programa Espacios Concertados para el fortalecimiento de la infraestructura cultural de naturaleza privada; Programas de Formación Artística (EFACZ) ofertados",2,"Los productos seleccionados apoyan la asesoría a emprendedores, aunque no cumplen completamente con todos los requerimientos del proyecto."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,2-3,Llevar a cabo una consultoría para el establecimiento de una política de generación de valor agregado para las principales cadenas productivas.,"450104900, 330107301, 330109900, 430200600, 450202207",Personas capacitadas; Producciones artísticas en circulación; Sistema de información del sector artístico y cultural en operación; Documentos de planeación realizados; Entidades asistidas técnicamente,"Resolución 3316 del 2019 implementada para garantizar la seguridad en los escenarios deportivos administrados por el IMCRDZ.; Productos artísticos resultados de los Procesos Públicos de Formación Artística (EFACZ) con preproducción, producción y publicación.; SIAZ - Sistema de información cultural implementada como una plataforma web que integre el sector, permitiendo la divulgación de los contenidos artísticos y la interacción entre el sector y la comunidad en general (consulta)(Cultura Zipaquirá); Líneas estratégicas de Política Pública del Deporte, Recreación y Actividad Física - DRAF implementada; Capacitaciones jurídicas, legales y administrativas brindadas a las diferentes secretarías del municipio",1,"Los productos seleccionados facilitan indirectamente el cumplimiento del objetivo del proyecto al promover la capacitación y el desarrollo de capacidades, aunque no cumplen con los requerimientos específicos del mismo."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,2-4,Consolidación de la Red de Escenarios Multipropósito para la recreación y el esparcimiento por medio de la formulación e implementación de un Plan Maestro.,"430103700, 330106800, 450302200","Personas que acceden a servicios deportivos, recreativos y de actividad física; Infraestructura cultural intervenida; Obras de infraestructura para la reducción del riesgo de desastres realizadas","Población beneficiada a través de la estrategia ""Zipa FIT""; Infraestructura cultural de naturaleza pública del Municipio de Zipaquirá mantenida (Teatro Bicentenario); Obras de infraestructura para la reducción del riesgo de desastres realizadas",1,"Los productos seleccionados facilitan el acceso a servicios recreativos y culturales, alineándose con el objetivo del proyecto de fortalecer la infraestructura para la recreación, aunque no cumplen con todos los requerimientos técnicos establecidos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,2-5,Diseño e implementación del plan estratégico de turismo de Sabana Centro,NA,NA,NA,0,No se encontró ningún producto que cumpla con los objetivos del proyecto de turismo en Sabana Centro.
Zipaquirá,25899,SisPT – Plan indicativo - Productos,2-6,Creación de un programa provincial para la implementación de los planes especiales de manejo y protección (PEMP) para la conservación y recuperación de centros históricos e inmuebles de valor arquitectónico en los municipios de la provincia.,"330105400, 330105400, 330105400",Estímulos otorgados; Estímulos otorgados; Estímulos otorgados,Creación y realización de convocatorias del programa Espacios Concertados para el fortalecimiento de la infraestructura cultural de naturaleza privada; Creación y realización de convocatorias del programa Espacios Concertados para el fortalecimiento de la infraestructura cultural de naturaleza privada; Creación y realización de convocatorias del programa Espacios Concertados para el fortalecimiento de la infraestructura cultural de naturaleza privada,1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al fortalecer la infraestructura cultural, aunque no cumplen con todos los requerimientos establecidos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,3-1,Formulación y ejecución de proyecto para la prestación del servicio de acueducto a través de una ﬁgura empresarial de carácter regional,"400301700, 400301605",Acueductos optimizados; Tanques de almacenamiento instalados,"Tanque de Contacto de cloro con factibilidad, construcción y puesta en operación; Tanque de almacenamiento de agua potable con factibilidad, construcción y puesta en operación",2,"Los productos seleccionados son necesarios para la gestión del agua potable, cumpliendo parcialmente con los requerimientos del proyecto."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,3-2,Elaboración del Plan Maestro de Movilidad de la Provincia que articule la movilidad entre los municipios y la ciudad capital.,"230103100, 330109900, 400302300, 320303300, 400304200",Personas de la comunidad capacitadas en uso básico de tecnologías de la información y las comunicaciones.; Sistema de información del sector artístico y cultural en operación; Plan de Gestión Integral de Residuos Solidos con seguimiento; Proyectos para la promoción del uso eficiente y ahorro del agua formulados; Estudios o diseños realizados,"Personas de la comunidad capacitadas en uso básico de Tecnologías de la Información y las Comunicaciones TIC, en los Puntos Zipaquirá Digital.; SIAZ - Sistema de información cultural implementada como una plataforma web que integre el sector, permitiendo la divulgación de los contenidos artísticos y la interacción entre el sector y la comunidad en general (consulta)(Cultura Zipaquirá); Programas del Plan de Gestión Integral de Residuos Sólidos (PGIRS) implementados; Predios con proyectos de mantenimiento y conservación; Estudios y diseños para la optimización de la PTAP Alto del Águila realizados",1,"Los productos seleccionados pueden facilitar indirectamente el cumplimiento del objetivo del proyecto, aunque no cumplen con todos los requerimientos técnicos específicos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,3-3,"Estudios, diseños y construcción del tren de cercanías línea del norte","320300207, 320300211, 450302300",Documentos de planeación del plan de ordenación y manejo ambiental de cuenca hidrográfica elaborados; Documento con plan de manejo de microcuencas formulados; Documentos de planeación elaborados,"Documentos técnicos realizados, en el marco del ordenamiento ambiental territorial.; Documentos técnicos formulado para la planeación en el saneamiento y manejo de vertimientos (PSMV) en área rural del municipio de Zipaquirá.; Documentos normativos y estratégicos para la gestión del riesgo de desastres formulados y actualizados.",1,"Los productos seleccionados facilitan la planificación y gestión ambiental, que son necesarios para el desarrollo del sistema de transporte, aunque no cumplen directamente con el objetivo del proyecto."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,3-4,Diseño y construcción de un centro de acopio,NA,NA,NA,0,No se encontraron productos que cumplan con los objetivos o requerimientos del proyecto.
Zipaquirá,25899,SisPT – Plan indicativo - Productos,3-5,Actualización catastral de los municipios de Sabana Centro,NA,NA,NA,0,No se encontró ningún producto que cumpla con los objetivos o requerimientos del proyecto de actualización catastral.
Zipaquirá,25899,SisPT – Plan indicativo - Productos,3-6,Transporte Público regional de pasajeros y carga (PROYECTO NUEVO),NA,NA,NA,0,"No se identificaron productos que se relacionen con el proyecto, ya que no se especifican objetivos ni requerimientos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,3-7,Ciclorutas de la Sabana Probogotá,NA,NA,NA,0,No hay productos relacionados que cumplan con los objetivos o requerimientos del proyecto.
Zipaquirá,25899,SisPT – Plan indicativo - Productos,4-1,Definición de determinantes de la salud priorizados para Sabana Centro y plan de intervención y monitoreo,190503701,Documentos de análisis de salud pública elaborados,Documentos de caracterización y análisis de determinantes sociales para eventos de interes de salud publica,2,"El producto cumple parcialmente con el objetivo del proyecto al proporcionar análisis relevantes, pero no aborda todos los requerimientos técnicos necesarios para la implementación efectiva."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,4-2,"Consolidación del ecosistema de prevención, monitoreo y atención de salud mental de la provincia",190504901,Personas que participan en estrategias de promoción de la participación social en Salud,Implementar las acciones del Plan de Acción de las políticas públicas de Salud Mental y Seguridad Alimentaria y Nutricional - SANZ,1,"El producto facilita el cumplimiento del objetivo del proyecto al promover la participación social en salud, aunque no cumple con todos los requerimientos técnicos establecidos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,4-3,ProgramaPrograma telesalud para Sabana Centro telesalud para Sabana Centro,NA,NA,NA,0,"No se encontraron productos que se alineen con el objetivo del proyecto de telesalud, por lo que la calificación es 0."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,4-4,Diseño e implementación de estrategias de adaptación municipal para la implementación local de la Atención Primaria en Salud,"459903001, 190501505",Capacitaciones realizadas; Planes estratégicos elaborados,"Estrategias para fortalecimiento del clima y las condiciones laborales de la administración municipal creadas e implementadas; Estrategias innovadoras para la garantía del derecho a la salud, seguridad alimentaria y nutricional",1,"Los productos seleccionados facilitan la capacitación del equipo municipal, aunque no cumplen directamente con el objetivo de Atención Primaria en Salud."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,4-5,"Implementación de la estrategia Ciudades, Entornos y Ruralidades Saludables (CERS), en Sabana Centro","330105203, 430206300, 190504901, 430103700, 190501505","Cupos de educación formal ofertados; Personas atendidas; Personas que participan en estrategias de promoción de la participación social en Salud; Personas que acceden a servicios deportivos, recreativos y de actividad física; Planes estratégicos elaborados","Mantener ofertado y en funcionamiento el programa de educación para el desarrollo humano y el trabajo denominado ""Danza Integral""; Población impactada a través del programa ""Exploración motora"" en instituciones educativas y jardines sociales, primero y segundo; Implementar las acciones del Plan de Acción de las políticas públicas de Salud Mental y Seguridad Alimentaria y Nutricional - SANZ; Población beneficiada a través de la estrategia ""Zipa FIT""; Estrategias innovadoras para la garantía del derecho a la salud, seguridad alimentaria y nutricional",1,"Los productos seleccionados facilitan condiciones para el cumplimiento del objetivo del proyecto, aunque no cumplen con los requerimientos específicos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,5-1,Estudio y formulación de una estrategia de pertinencia educativa para la formación del capital humano en Sabana Centro,"330108701, 330109900, 330105203, 230103100, 450202207",Personas capacitadas; Sistema de información del sector artístico y cultural en operación; Cupos de educación formal ofertados; Personas de la comunidad capacitadas en uso básico de tecnologías de la información y las comunicaciones.; Entidades asistidas técnicamente,"Población beneficiada anualmente con los Procesos Públicos de Formación Artística (centralizados); SIAZ - Sistema de información cultural implementada como una plataforma web que integre el sector, permitiendo la divulgación de los contenidos artísticos y la interacción entre el sector y la comunidad en general (consulta)(Cultura Zipaquirá); Mantener ofertado y en funcionamiento el programa de educación para el desarrollo humano y el trabajo denominado ""Danza Integral""; Personas de la comunidad capacitadas en uso básico de Tecnologías de la Información y las Comunicaciones TIC, en los Puntos Zipaquirá Digital.; Capacitaciones jurídicas, legales y administrativas brindadas a las diferentes secretarías del municipio",1,"Los productos seleccionados facilitan la capacitación y formación del capital humano, lo cual es esencial para el objetivo del proyecto, aunque no cumplen con todos los requerimientos técnicos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,5-2,Crear La Asociación de Instituciones de Educación Superior de Sabana Centro,"330105203, 450104900, 430200900, 330109900, 330108701",Cupos de educación formal ofertados; Personas capacitadas; Documentos de lineamientos técnicos realizados; Sistema de información del sector artístico y cultural en operación; Personas capacitadas,"Mantener ofertado y en funcionamiento el programa de educación para el desarrollo humano y el trabajo denominado ""Danza Integral""; Resolución 3316 del 2019 implementada para garantizar la seguridad en los escenarios deportivos administrados por el IMCRDZ.; Estrategias de acompañamiento psico-social para los usuarios de las Escuelas de Formación Deportiva y para el barrismo en Zipaquirá implementadas; SIAZ - Sistema de información cultural implementada como una plataforma web que integre el sector, permitiendo la divulgación de los contenidos artísticos y la interacción entre el sector y la comunidad en general (consulta)(Cultura Zipaquirá); Población beneficiada anualmente con los Procesos Públicos de Formación Artística (centralizados)",1,"Los productos seleccionados facilitan el cumplimiento del objetivo del proyecto al contribuir a la formación y capacitación en el sector educativo y cultural, aunque no cumplen con todos los requerimientos técnicos establecidos."
Zipaquirá,25899,SisPT – Plan indicativo - Productos,5-3,"Reforzar los esquemas de coﬁnanciación para programas de pasantías y becas para estudiantes destacados, con apoyo de las universidades de Sabana Centro y el sector industrial de la provincia.",NA,NA,NA,0,No se encontraron productos que se alineen con el objetivo del proyecto ni que cumplan con los requerimientos técnicos.
